,Datetime,Temp_℃,Humidity,Windspeed,General_Diffuse_Flows,Diffuse_Flows,Power_Consumption_kWh_Zone1,Power_Consumption_kWh_Zone2,Power_Consumption_kWh_Zone3,Year,Month,Day,Hour
2550,2017-04-17 06:00:00,10.865,85.767,0.082,2.365,2.073,23748.891,14172.098,12209.455,2017,April,Monday,6
2551,2017-04-17 07:00:00,11.118,86.033,0.083,90.852,81.847,25797.029,15863.34,12549.818,2017,April,Monday,7
2552,2017-04-17 08:00:00,12.157,85.067,0.084,204.117,183.933,28368.052,17552.138,13912.242,2017,April,Monday,8
2553,2017-04-17 09:00:00,15.122,79.867,0.085,471.8,213.117,31069.279,18639.715,15643.152,2017,April,Monday,9
2554,2017-04-17 10:00:00,17.902,71.405,0.088,672.05,91.567,33904.844,19609.369,17162.667,2017,April,Monday,10
2555,2017-04-17 11:00:00,19.76,64.175,0.088,795.333,77.483,35580.969,20501.426,18450.424,2017,April,Monday,11
2556,2017-04-17 12:00:00,21.537,56.188,0.087,875.833,103.017,35603.703,20601.629,19132.121,2017,April,Monday,12
2557,2017-04-17 13:00:00,22.625,47.23,0.088,750.967,243.1,34944.413,20575.967,18828.606,2017,April,Monday,13
2558,2017-04-17 14:00:00,22.272,49.623,0.088,402.017,216.517,34588.934,20463.544,18454.303,2017,April,Monday,14
2559,2017-04-17 15:00:00,22.097,48.728,0.088,403.733,349.583,33927.578,19832.994,18333.091,2017,April,Monday,15
2560,2017-04-17 16:00:00,22.295,44.6,0.088,554.35,579.033,33222.82,18399.593,17952.0,2017,April,Monday,16
2561,2017-04-17 17:00:00,21.972,42.68,0.087,386.617,413.033,33119.483,17752.546,18090.667,2017,April,Monday,17
2562,2017-04-17 18:00:00,20.743,47.26,0.086,210.367,227.567,35076.685,18556.008,20485.818,2017,April,Monday,18
2563,2017-04-17 19:00:00,18.663,52.578,0.086,50.372,53.494,44852.357,23511.202,28206.545,2017,April,Monday,19
2564,2017-04-17 20:00:00,17.188,50.768,0.086,0.243,0.278,45331.841,23634.623,28690.424,2017,April,Monday,20
2565,2017-04-17 21:00:00,16.515,50.483,0.085,0.049,0.104,42924.09,22770.061,27423.03,2017,April,Monday,21
2566,2017-04-17 22:00:00,15.232,58.62,0.084,0.047,0.103,37883.315,20409.165,24522.667,2017,April,Monday,22
2567,2017-04-17 23:00:00,14.247,65.422,0.083,0.035,0.094,31933.175,17469.654,21119.03,2017,April,Monday,23
2568,2017-04-18 00:00:00,13.29,68.957,0.082,0.022,0.124,27787.298,15136.253,18552.242,2017,April,Tuesday,0
2569,2017-04-18 01:00:00,12.983,71.128,0.083,0.033,0.126,25528.353,13976.578,16558.545,2017,April,Tuesday,1
2570,2017-04-18 02:00:00,12.445,72.817,0.086,0.033,0.121,24488.784,13202.444,15604.364,2017,April,Tuesday,2
2571,2017-04-18 03:00:00,11.945,75.567,0.082,0.028,0.137,24205.64,12944.603,15535.515,2017,April,Tuesday,3
2572,2017-04-18 04:00:00,11.488,77.633,0.082,0.041,0.125,25005.468,13364.969,15936.97,2017,April,Tuesday,4
2573,2017-04-18 05:00:00,11.575,75.867,0.083,0.021,0.156,23389.279,12535.234,13741.576,2017,April,Tuesday,5
2574,2017-04-18 06:00:00,10.793,78.283,0.082,2.419,2.174,23922.497,13847.658,11973.818,2017,April,Tuesday,6
2575,2017-04-18 07:00:00,11.37,76.633,0.082,100.977,94.18,25737.094,16180.448,12672.0,2017,April,Tuesday,7
2576,2017-04-18 08:00:00,13.415,67.372,0.085,317.767,308.617,28944.672,17799.593,14176.97,2017,April,Tuesday,8
2577,2017-04-18 09:00:00,15.987,59.94,0.086,522.617,264.163,31519.828,19161.507,16000.0,2017,April,Tuesday,9
2578,2017-04-18 10:00:00,18.783,53.633,0.088,683.25,55.668,33944.112,20330.346,17415.758,2017,April,Tuesday,10
2579,2017-04-18 11:00:00,20.273,47.678,0.088,807.667,51.428,35694.639,20943.788,18679.273,2017,April,Tuesday,11
2580,2017-04-18 12:00:00,21.377,43.155,0.088,872.333,48.828,35936.448,21409.369,19361.939,2017,April,Tuesday,12
2581,2017-04-18 13:00:00,22.355,40.942,0.087,867.333,67.868,35502.433,20937.678,18907.152,2017,April,Tuesday,13
2582,2017-04-18 14:00:00,22.932,38.305,0.087,765.417,171.233,34247.922,20461.1,18094.545,2017,April,Tuesday,14
2583,2017-04-18 15:00:00,22.947,32.263,0.087,724.2,665.483,33530.764,20004.073,17905.455,2017,April,Tuesday,15
2584,2017-04-18 16:00:00,22.815,28.172,0.086,601.15,649.433,32933.477,19263.544,17711.515,2017,April,Tuesday,16
2585,2017-04-18 17:00:00,22.32,27.838,0.086,394.35,425.767,32945.877,18084.929,17982.061,2017,April,Tuesday,17
2586,2017-04-18 18:00:00,20.725,38.5,0.086,177.183,184.467,34952.68,19152.342,20437.333,2017,April,Tuesday,18
2587,2017-04-18 19:00:00,18.342,48.833,0.086,43.891,44.095,44188.934,23697.556,27562.667,2017,April,Tuesday,19
2588,2017-04-18 20:00:00,16.552,53.78,0.085,0.394,0.394,44637.417,23841.141,27902.061,2017,April,Tuesday,20
2589,2017-04-18 21:00:00,15.58,56.467,0.085,0.058,0.112,42496.276,22803.666,26937.212,2017,April,Tuesday,21
2590,2017-04-18 22:00:00,14.892,59.888,0.084,0.058,0.101,38176.792,21029.328,25063.758,2017,April,Tuesday,22
2591,2017-04-18 23:00:00,13.693,66.185,0.083,0.04,0.103,31949.709,18111.813,21118.061,2017,April,Tuesday,23
2592,2017-04-19 00:00:00,12.842,71.223,0.083,0.03,0.112,27572.357,15464.969,18239.03,2017,April,Wednesday,0
2593,2017-04-19 01:00:00,12.697,70.79,0.082,0.03,0.124,25241.076,14148.88,16525.576,2017,April,Wednesday,1
2594,2017-04-19 02:00:00,12.493,70.08,0.082,0.03,0.124,24267.643,13503.666,15739.152,2017,April,Wednesday,2
2595,2017-04-19 03:00:00,12.24,70.783,0.081,0.03,0.114,24073.369,13639.308,15627.636,2017,April,Wednesday,3
2596,2017-04-19 04:00:00,11.56,73.95,0.084,0.036,0.122,24964.133,14126.273,16093.091,2017,April,Wednesday,4
2597,2017-04-19 05:00:00,10.7,79.433,0.084,0.035,0.14,23052.4,13077.189,13885.091,2017,April,Wednesday,5
2598,2017-04-19 06:00:00,10.425,80.4,0.082,3.514,3.04,23614.553,13838.493,11971.879,2017,April,Wednesday,6
2599,2017-04-19 07:00:00,10.47,80.15,0.081,120.825,115.147,26067.772,15724.644,12434.424,2017,April,Wednesday,7
2600,2017-04-19 08:00:00,12.015,76.917,0.088,321.3,316.7,29944.973,17031.568,14068.364,2017,April,Wednesday,8
2601,2017-04-19 09:00:00,14.778,67.537,0.09,514.1,305.217,31792.637,19266.599,15984.485,2017,April,Wednesday,9
2602,2017-04-19 10:00:00,18.418,57.297,0.077,675.1,53.787,34338.859,20458.656,17333.333,2017,April,Wednesday,10
2603,2017-04-19 11:00:00,18.713,61.312,0.075,795.5,55.498,35919.914,21364.155,18603.636,2017,April,Wednesday,11
2604,2017-04-19 12:00:00,19.117,58.948,0.075,861.333,52.015,36203.057,21484.521,19300.848,2017,April,Wednesday,12
2605,2017-04-19 13:00:00,19.338,60.948,0.074,870.0,53.832,35959.182,21445.418,19346.424,2017,April,Wednesday,13
2606,2017-04-19 14:00:00,19.34,64.412,0.074,819.5,138.125,35008.482,21373.32,18724.848,2017,April,Wednesday,14
2607,2017-04-19 15:00:00,19.662,58.578,0.074,763.0,138.183,33867.643,20651.731,18004.364,2017,April,Wednesday,15
2608,2017-04-19 16:00:00,19.41,61.038,0.074,591.083,153.467,32962.411,19595.927,18085.818,2017,April,Wednesday,16
2609,2017-04-19 17:00:00,19.112,63.222,0.074,359.117,267.967,33470.829,18711.202,18704.485,2017,April,Wednesday,17
2610,2017-04-19 18:00:00,17.938,73.295,0.071,136.433,133.483,36211.324,20197.76,21226.667,2017,April,Wednesday,18
2611,2017-04-19 19:00:00,17.267,77.283,0.072,38.925,42.707,43963.66,23550.916,27405.576,2017,April,Wednesday,19
2612,2017-04-19 20:00:00,16.605,81.417,0.07,0.334,0.344,44184.801,23344.399,27847.758,2017,April,Wednesday,20
2613,2017-04-19 21:00:00,16.302,83.433,0.068,0.03,0.112,41979.591,22620.367,26984.727,2017,April,Wednesday,21
2614,2017-04-19 22:00:00,16.133,86.3,0.071,0.025,0.113,36876.814,20411.609,24325.818,2017,April,Wednesday,22
2615,2017-04-19 23:00:00,15.923,86.717,0.07,0.02,0.121,31042.411,17460.489,20849.455,2017,April,Wednesday,23
2616,2017-04-20 00:00:00,16.138,86.6,0.073,0.027,0.112,27045.339,15354.99,17919.03,2017,April,Thursday,0
2617,2017-04-20 01:00:00,16.188,87.317,0.066,0.026,0.119,24926.932,13935.642,16041.697,2017,April,Thursday,1
2618,2017-04-20 02:00:00,15.928,87.5,0.067,0.022,0.106,24067.169,13185.336,15509.333,2017,April,Thursday,2
2619,2017-04-20 03:00:00,15.95,83.883,0.07,0.027,0.139,24058.902,13209.776,15523.879,2017,April,Thursday,3
2620,2017-04-20 04:00:00,16.188,81.333,0.071,0.036,0.144,24767.793,13644.196,15701.333,2017,April,Thursday,4
2621,2017-04-20 05:00:00,16.153,81.717,0.072,0.035,0.144,22467.513,12684.318,13579.636,2017,April,Thursday,5
2622,2017-04-20 06:00:00,16.28,80.517,0.07,1.928,1.682,23513.283,14222.811,11943.758,2017,April,Thursday,6
2623,2017-04-20 07:00:00,16.428,78.1,0.07,49.945,41.715,25708.159,15800.407,12297.697,2017,April,Thursday,7
2624,2017-04-20 08:00:00,16.628,78.583,0.071,50.473,40.648,28723.531,17401.222,13815.273,2017,April,Thursday,8
2625,2017-04-20 09:00:00,16.488,81.517,0.071,63.443,51.925,31340.022,19307.536,15666.424,2017,April,Thursday,9
2626,2017-04-20 10:00:00,16.318,82.333,0.071,78.487,64.957,33793.24,20553.36,17731.879,2017,April,Thursday,10
2627,2017-04-20 11:00:00,15.942,86.25,0.07,104.783,85.925,35944.715,21217.515,18759.758,2017,April,Thursday,11
2628,2017-04-20 12:00:00,15.933,84.983,0.07,121.85,101.35,25135.673,23686.558,19595.636,2017,April,Thursday,12
2629,2017-04-20 13:00:00,16.275,84.883,0.071,78.035,62.692,26646.459,30071.487,19618.909,2017,April,Thursday,13
2630,2017-04-20 14:00:00,16.252,86.65,0.073,72.62,60.248,26328.181,29640.122,19438.545,2017,April,Thursday,14
2631,2017-04-20 15:00:00,16.315,86.25,0.07,64.918,54.753,26119.44,28919.756,19130.182,2017,April,Thursday,15
2632,2017-04-20 16:00:00,16.392,84.933,0.071,62.032,52.108,25538.687,28583.707,19127.273,2017,April,Thursday,16
2633,2017-04-20 17:00:00,16.375,85.133,0.068,53.893,45.185,25485.985,28444.399,19974.788,2017,April,Thursday,17
2634,2017-04-20 18:00:00,16.263,85.6,0.068,36.103,29.73,28221.313,29649.898,22184.727,2017,April,Thursday,18
2635,2017-04-20 19:00:00,16.068,86.833,0.069,7.596,6.344,38414.467,29342.566,28602.182,2017,April,Thursday,19
2636,2017-04-20 20:00:00,16.072,86.55,0.071,0.317,0.346,38565.339,28832.994,28821.333,2017,April,Thursday,20
2637,2017-04-20 21:00:00,16.053,87.233,0.066,0.04,0.124,35907.513,27028.717,26930.424,2017,April,Thursday,21
2638,2017-04-20 22:00:00,16.005,87.7,0.069,0.038,0.136,32022.045,24135.642,24214.303,2017,April,Thursday,22
2639,2017-04-20 23:00:00,15.967,87.833,0.068,0.038,0.112,27656.06,20302.851,21023.03,2017,April,Thursday,23
2640,2017-04-21 00:00:00,15.888,88.933,0.066,0.036,0.118,24332.745,17535.642,18311.758,2017,April,Friday,0
2641,2017-04-21 01:00:00,15.843,89.583,0.066,0.036,0.111,22202.971,15947.047,16634.182,2017,April,Friday,1
2642,2017-04-21 02:00:00,15.765,90.4,0.071,0.048,0.117,21494.08,15180.855,15961.212,2017,April,Friday,2
2643,2017-04-21 03:00:00,15.775,91.017,0.066,0.043,0.121,21688.353,15103.87,15803.152,2017,April,Friday,3
2644,2017-04-21 04:00:00,15.783,91.45,0.067,0.049,0.124,22303.208,15683.096,15882.667,2017,April,Friday,4
2645,2017-04-21 05:00:00,15.808,91.85,0.069,0.038,0.128,20524.779,14464.155,13301.333,2017,April,Friday,5
2646,2017-04-21 06:00:00,15.785,92.267,0.073,0.607,0.538,21882.626,15827.902,11681.939,2017,April,Friday,6
2647,2017-04-21 07:00:00,15.798,92.667,0.07,32.71,27.594,24565.253,16473.727,12131.879,2017,April,Friday,7
2648,2017-04-21 08:00:00,16.122,93.0,0.073,104.965,90.03,28110.743,17373.727,13556.364,2017,April,Friday,8
2649,2017-04-21 09:00:00,16.468,92.833,0.075,173.517,144.983,35671.905,15285.336,15431.758,2017,April,Friday,9
2650,2017-04-21 10:00:00,16.808,92.133,0.076,186.267,158.083,39382.734,16097.352,17319.758,2017,April,Friday,10
2651,2017-04-21 11:00:00,17.433,88.65,0.073,151.483,128.7,41506.308,16729.124,18534.788,2017,April,Friday,11
2652,2017-04-21 12:00:00,17.252,86.9,0.072,143.35,120.047,40157.761,16098.574,18955.636,2017,April,Friday,12
2653,2017-04-21 13:00:00,17.18,87.117,0.072,255.1,216.483,38984.887,15430.754,18232.242,2017,April,Friday,13
2654,2017-04-21 14:00:00,18.068,84.0,0.078,340.683,271.65,38564.306,15383.096,17643.636,2017,April,Friday,14
2655,2017-04-21 15:00:00,18.043,80.333,0.073,262.15,224.817,38298.73,15234.623,17210.182,2017,April,Friday,15
2656,2017-04-21 16:00:00,18.297,78.267,0.077,314.417,260.15,36286.76,16831.772,17462.303,2017,April,Friday,16
2657,2017-04-21 17:00:00,19.08,72.8,0.08,381.017,362.617,34153.886,18442.974,18123.636,2017,April,Friday,17
2658,2017-04-21 18:00:00,19.35,69.467,0.076,199.767,215.933,36346.695,19672.912,20593.455,2017,April,Friday,18
2659,2017-04-21 19:00:00,18.99,70.457,0.072,43.39,46.093,43050.161,23089.613,27140.848,2017,April,Friday,19
2660,2017-04-21 20:00:00,17.0,78.533,0.077,0.63,0.684,43357.072,23096.334,27433.697,2017,April,Friday,20
2661,2017-04-21 21:00:00,15.115,84.033,0.071,0.031,0.13,40780.883,22328.31,26796.606,2017,April,Friday,21
2662,2017-04-21 22:00:00,14.483,84.483,0.075,0.031,0.1,36385.963,20613.238,24639.03,2017,April,Friday,22
2663,2017-04-21 23:00:00,13.817,85.233,0.085,0.034,0.103,30705.533,17726.273,21215.03,2017,April,Friday,23
2664,2017-04-22 00:00:00,13.307,86.267,0.081,0.032,0.119,27180.71,15447.251,18222.545,2017,April,Saturday,0
2665,2017-04-22 01:00:00,12.872,87.633,0.072,0.03,0.112,24797.761,13806.721,16094.061,2017,April,Saturday,1
2666,2017-04-22 02:00:00,13.657,89.1,0.072,0.026,0.126,23670.355,13193.89,15173.818,2017,April,Saturday,2
2667,2017-04-22 03:00:00,14.493,89.317,0.074,0.033,0.119,23677.589,13007.536,15154.424,2017,April,Saturday,3
2668,2017-04-22 04:00:00,15.08,90.167,0.073,0.026,0.112,24142.605,13239.104,15239.758,2017,April,Saturday,4
2669,2017-04-22 05:00:00,14.643,90.083,0.075,0.032,0.126,21430.011,11524.033,12928.97,2017,April,Saturday,5
2670,2017-04-22 06:00:00,14.465,89.5,0.076,0.845,0.757,21657.352,11924.847,11278.545,2017,April,Saturday,6
2671,2017-04-22 07:00:00,14.597,88.367,0.073,17.074,14.63,23359.311,13657.637,11784.727,2017,April,Saturday,7
2672,2017-04-22 08:00:00,15.475,87.283,0.073,67.123,56.058,27172.443,16074.134,13487.515,2017,April,Saturday,8
2673,2017-04-22 09:00:00,15.97,86.817,0.071,127.833,107.967,30775.802,18433.198,15728.485,2017,April,Saturday,9
2674,2017-04-22 10:00:00,16.578,84.317,0.071,257.767,213.633,34441.163,19924.644,17666.909,2017,April,Saturday,10
2675,2017-04-22 11:00:00,17.16,79.033,0.071,339.3,286.133,36243.358,20563.136,19329.939,2017,April,Saturday,11
2676,2017-04-22 12:00:00,17.457,76.217,0.073,298.517,253.467,36861.313,20930.957,20069.818,2017,April,Saturday,12
2677,2017-04-22 13:00:00,17.775,75.867,0.072,423.6,353.9,35487.966,20415.275,20065.939,2017,April,Saturday,13
2678,2017-04-22 14:00:00,18.095,74.0,0.075,380.283,317.267,34125.985,19945.418,19527.758,2017,April,Saturday,14
2679,2017-04-22 15:00:00,18.475,72.7,0.072,605.833,320.667,32849.774,19303.259,18980.848,2017,April,Saturday,15
2680,2017-04-22 16:00:00,19.013,70.867,0.073,569.733,191.483,32481.895,18766.191,18749.091,2017,April,Saturday,16
2681,2017-04-22 17:00:00,19.2,70.433,0.074,367.55,368.567,31901.141,18414.257,18841.212,2017,April,Saturday,17
2682,2017-04-22 18:00:00,18.747,72.417,0.072,203.117,224.417,36359.096,19349.084,21242.182,2017,April,Saturday,18
2683,2017-04-22 19:00:00,18.112,74.167,0.073,34.932,36.463,42554.144,22592.872,27717.818,2017,April,Saturday,19
2684,2017-04-22 20:00:00,17.112,77.467,0.077,0.306,0.325,42743.251,22548.88,28081.455,2017,April,Saturday,20
2685,2017-04-22 21:00:00,15.635,82.75,0.074,0.038,0.116,40426.437,21881.67,27526.788,2017,April,Saturday,21
2686,2017-04-22 22:00:00,14.862,85.267,0.072,0.031,0.114,37170.291,20666.395,25973.333,2017,April,Saturday,22
2687,2017-04-22 23:00:00,14.933,86.633,0.076,0.027,0.12,32756.771,18476.578,22883.879,2017,April,Saturday,23
2688,2017-04-23 00:00:00,15.397,86.383,0.079,0.031,0.104,27211.712,15302.444,19021.576,2017,April,Sunday,0
2689,2017-04-23 01:00:00,14.917,86.617,0.082,0.029,0.104,24235.608,13588.595,16765.091,2017,April,Sunday,1
2690,2017-04-23 02:00:00,14.792,86.417,0.083,0.03,0.12,22387.944,12300.0,14980.848,2017,April,Sunday,2
2691,2017-04-23 03:00:00,14.59,85.733,0.082,0.026,0.132,21601.55,11925.458,14717.091,2017,April,Sunday,3
2692,2017-04-23 04:00:00,14.14,86.517,0.082,0.026,0.103,22148.202,11972.505,14871.273,2017,April,Sunday,4
2693,2017-04-23 05:00:00,14.45,85.867,0.081,0.03,0.111,19217.567,10184.114,12619.636,2017,April,Sunday,5
2694,2017-04-23 06:00:00,13.34,87.217,0.081,8.23,6.912,18402.239,9479.022,10538.667,2017,April,Sunday,6
2695,2017-04-23 07:00:00,13.485,88.2,0.082,113.385,99.36,19785.92,10218.941,10981.818,2017,April,Sunday,7
2696,2017-04-23 08:00:00,14.577,87.767,0.086,309.5,278.433,22642.153,11905.906,13090.909,2017,April,Sunday,8
2697,2017-04-23 09:00:00,16.665,82.35,0.085,418.45,169.083,26067.772,13972.912,15421.091,2017,April,Sunday,9
2698,2017-04-23 10:00:00,19.133,68.437,0.088,622.683,126.233,29833.369,15648.88,17137.455,2017,April,Sunday,10
2699,2017-04-23 11:00:00,21.433,56.33,0.086,723.25,184.7,32070.614,16593.483,18445.576,2017,April,Sunday,11
2700,2017-04-23 12:00:00,23.163,48.377,0.086,698.867,283.333,33168.052,17175.764,19169.939,2017,April,Sunday,12
2701,2017-04-23 13:00:00,20.67,63.165,0.074,639.667,345.717,33083.315,17382.281,19294.061,2017,April,Sunday,13
2702,2017-04-23 14:00:00,20.783,63.872,0.074,437.783,305.967,32298.988,17075.56,19055.515,2017,April,Sunday,14
2703,2017-04-23 15:00:00,21.563,57.502,0.087,400.85,271.717,31653.132,16694.908,18896.485,2017,April,Sunday,15
2704,2017-04-23 16:00:00,21.48,53.257,0.087,194.333,161.7,30761.335,16019.756,18367.03,2017,April,Sunday,16
2705,2017-04-23 17:00:00,21.133,52.042,0.087,207.583,175.95,30946.308,15873.116,18062.545,2017,April,Sunday,17
2706,2017-04-23 18:00:00,20.182,58.023,0.086,100.487,85.535,33151.518,16768.839,19701.333,2017,April,Sunday,18
2707,2017-04-23 19:00:00,18.51,64.287,0.083,25.534,21.7,41097.094,20772.709,26622.061,2017,April,Sunday,19
2708,2017-04-23 20:00:00,17.607,68.657,0.085,0.237,0.266,42215.199,21586.558,27254.303,2017,April,Sunday,20
2709,2017-04-23 21:00:00,17.015,69.83,0.084,0.037,0.113,41856.62,22287.373,27245.576,2017,April,Sunday,21
2710,2017-04-23 22:00:00,16.722,71.183,0.082,0.029,0.114,37875.048,20640.122,24901.818,2017,April,Sunday,22
2711,2017-04-23 23:00:00,16.277,74.333,0.081,0.029,0.115,31509.494,17340.122,20787.394,2017,April,Sunday,23
2712,2017-04-24 00:00:00,15.978,73.383,0.081,0.03,0.149,27295.414,14723.829,18039.273,2017,April,Monday,0
2713,2017-04-24 01:00:00,15.415,76.35,0.081,0.028,0.143,24612.788,13357.026,16270.545,2017,April,Monday,1
2714,2017-04-24 02:00:00,15.247,78.15,0.082,0.029,0.126,23649.688,12681.874,15464.727,2017,April,Monday,2
2715,2017-04-24 03:00:00,15.12,79.117,0.082,0.031,0.136,23711.69,12724.033,15509.333,2017,April,Monday,3
2716,2017-04-24 04:00:00,14.713,80.517,0.081,0.026,0.152,24111.604,12973.32,15431.758,2017,April,Monday,4
2717,2017-04-24 05:00:00,14.84,79.55,0.082,0.026,0.134,21503.38,11737.882,13275.152,2017,April,Monday,5
2718,2017-04-24 06:00:00,14.517,80.85,0.084,4.725,4.031,23196.039,13363.136,11666.424,2017,April,Monday,6
2719,2017-04-24 07:00:00,14.538,80.767,0.08,62.732,53.127,25868.332,15186.965,12213.333,2017,April,Monday,7
2720,2017-04-24 08:00:00,15.732,77.7,0.082,346.083,306.3,26693.994,18502.24,13486.545,2017,April,Monday,8
2721,2017-04-24 09:00:00,17.617,68.357,0.084,470.15,163.917,28792.766,20492.872,15007.03,2017,April,Monday,9
2722,2017-04-24 10:00:00,18.735,63.448,0.086,498.45,207.333,31442.325,22534.827,16383.03,2017,April,Monday,10
2723,2017-04-24 11:00:00,19.662,59.88,0.087,500.6,295.55,35657.438,21055.601,17740.606,2017,April,Monday,11
2724,2017-04-24 12:00:00,21.512,54.338,0.087,756.55,301.9,36051.152,20888.798,18418.424,2017,April,Monday,12
2725,2017-04-24 13:00:00,21.908,49.068,0.087,490.833,339.467,34824.543,20857.026,18560.0,2017,April,Monday,13
2726,2017-04-24 14:00:00,22.43,45.955,0.087,552.55,330.983,33956.512,21062.933,17950.061,2017,April,Monday,14
2727,2017-04-24 15:00:00,22.605,45.357,0.087,488.817,218.217,33257.955,20464.766,17685.333,2017,April,Monday,15
2728,2017-04-24 16:00:00,22.563,46.708,0.087,359.95,207.95,32777.438,19423.625,17754.182,2017,April,Monday,16
2729,2017-04-24 17:00:00,21.295,51.925,0.086,212.917,180.317,33346.825,18882.281,18231.273,2017,April,Monday,17
2730,2017-04-24 18:00:00,19.815,60.505,0.085,84.425,70.915,35563.402,19701.018,20171.636,2017,April,Monday,18
2731,2017-04-24 19:00:00,18.99,64.408,0.086,23.612,19.917,43435.608,23932.179,27198.061,2017,April,Monday,19
2732,2017-04-24 20:00:00,18.183,69.225,0.082,0.627,0.597,44193.068,24075.153,27690.667,2017,April,Monday,20
2733,2017-04-24 21:00:00,17.727,69.897,0.084,0.028,0.104,41840.086,23174.542,26912.97,2017,April,Monday,21
2734,2017-04-24 22:00:00,17.233,73.35,0.082,0.026,0.138,37229.193,21119.145,24559.515,2017,April,Monday,22
2735,2017-04-24 23:00:00,16.523,78.383,0.082,0.028,0.146,31598.364,18100.204,20790.303,2017,April,Monday,23
2736,2017-04-25 00:00:00,16.298,77.25,0.082,0.023,0.158,27288.181,15672.098,17892.848,2017,April,Tuesday,0
2737,2017-04-25 01:00:00,16.33,76.067,0.082,0.027,0.134,24890.764,14096.945,16196.848,2017,April,Tuesday,1
2738,2017-04-25 02:00:00,16.722,71.017,0.081,0.024,0.141,24052.702,13297.76,15422.061,2017,April,Tuesday,2
2739,2017-04-25 03:00:00,16.832,71.15,0.081,0.031,0.14,23689.989,13352.138,15346.424,2017,April,Tuesday,3
2740,2017-04-25 04:00:00,16.682,73.05,0.081,0.024,0.141,24133.305,13623.422,15392.0,2017,April,Tuesday,4
2741,2017-04-25 05:00:00,16.757,72.433,0.081,0.026,0.13,21443.445,12488.187,13144.242,2017,April,Tuesday,5
2742,2017-04-25 06:00:00,17.153,68.853,0.082,5.248,4.424,22631.819,14175.153,12132.848,2017,April,Tuesday,6
2743,2017-04-25 07:00:00,18.003,63.707,0.082,57.347,46.285,25109.839,16099.796,12409.212,2017,April,Tuesday,7
2744,2017-04-25 08:00:00,19.54,56.557,0.084,289.683,261.833,27956.771,17800.204,13724.121,2017,April,Tuesday,8
2745,2017-04-25 09:00:00,21.057,50.988,0.084,578.567,203.017,30966.975,18912.831,15281.455,2017,April,Tuesday,9
2746,2017-04-25 10:00:00,21.058,52.688,0.082,740.767,165.633,33778.773,20263.747,16816.485,2017,April,Tuesday,10
2747,2017-04-25 11:00:00,21.445,53.675,0.082,873.0,231.983,35018.816,21263.951,17841.455,2017,April,Tuesday,11
2748,2017-04-25 12:00:00,20.762,58.287,0.083,458.267,279.717,35166.588,21248.676,18673.455,2017,April,Tuesday,12
2749,2017-04-25 13:00:00,20.822,58.508,0.083,473.9,256.95,35097.352,21190.02,18647.273,2017,April,Tuesday,13
2750,2017-04-25 14:00:00,20.215,63.803,0.081,333.467,208.5,34388.461,20657.23,18400.97,2017,April,Tuesday,14
2751,2017-04-25 15:00:00,19.51,68.578,0.08,233.737,120.223,33439.828,19887.373,17735.758,2017,April,Tuesday,15
2752,2017-04-25 16:00:00,16.428,82.317,0.074,72.427,56.212,32801.206,19492.668,17750.303,2017,April,Tuesday,16
2753,2017-04-25 17:00:00,17.132,75.233,0.075,46.515,36.31,33077.115,18920.163,18346.667,2017,April,Tuesday,17
2754,2017-04-25 18:00:00,17.875,68.223,0.079,196.483,186.933,35738.041,18130.754,20294.788,2017,April,Tuesday,18
2755,2017-04-25 19:00:00,17.932,66.843,0.081,82.012,79.382,45226.437,22689.409,27770.182,2017,April,Tuesday,19
2756,2017-04-25 20:00:00,16.99,64.838,0.082,0.81,0.767,45090.032,24609.776,28451.879,2017,April,Tuesday,20
2757,2017-04-25 21:00:00,17.193,62.733,0.079,0.036,0.127,42516.943,23566.802,27240.727,2017,April,Tuesday,21
2758,2017-04-25 22:00:00,17.523,62.473,0.079,0.032,0.114,38286.329,21540.733,24864.0,2017,April,Tuesday,22
2759,2017-04-25 23:00:00,16.932,67.317,0.079,0.047,0.116,32160.517,18430.143,20963.879,2017,April,Tuesday,23
2760,2017-04-26 00:00:00,16.732,65.125,0.078,0.037,0.118,27644.693,15863.34,18201.212,2017,April,Wednesday,0
2761,2017-04-26 01:00:00,17.045,63.092,0.079,0.031,0.113,25497.352,14151.324,16567.273,2017,April,Wednesday,1
2762,2017-04-26 02:00:00,17.095,63.402,0.078,0.034,0.127,24492.917,13564.155,15704.242,2017,April,Wednesday,2
2763,2017-04-26 03:00:00,16.772,66.615,0.079,0.047,0.114,24205.64,13693.075,15487.03,2017,April,Wednesday,3
2764,2017-04-26 04:00:00,16.357,70.697,0.079,0.038,0.116,24286.243,13999.796,15780.848,2017,April,Wednesday,4
2765,2017-04-26 05:00:00,15.92,73.45,0.078,0.04,0.114,21837.158,12867.617,13632.0,2017,April,Wednesday,5
2766,2017-04-26 06:00:00,16.107,67.858,0.081,7.73,6.531,22990.398,14307.739,11968.97,2017,April,Wednesday,6
2767,2017-04-26 07:00:00,16.44,66.265,0.082,149.63,130.828,25458.084,16339.919,12402.424,2017,April,Wednesday,7
2768,2017-04-26 08:00:00,17.277,64.145,0.082,343.267,312.933,27776.964,18140.53,13955.879,2017,April,Wednesday,8
2769,2017-04-26 09:00:00,18.222,59.338,0.082,527.9,229.55,31021.744,19687.576,15601.455,2017,April,Wednesday,9
